subsidy;subvention
boil;ébullition
tragic;tragique
mathematics;mathématiques
mechanic;mécanicien
jar;pot
earthquake;tremblement de terre
pork;porc
creativity;la créativité
safely;sans encombre
underlying;sous-jacent
dessert;le dessert
sympathy;sympathie
fisherman;pêcheur
incredibly;incroyablement
isolation;isolation
sock;chaussette
eleven;Onze
sexy;sexy
entrepreneur;chef d&#39;entreprise
syndrome;syndrome
bureau;bureau
workplace;lieu de travail
ambition;ambition
touchdown;atterrissage
utilize;utiliser
breeze;brise
costly;cher
ambitious;ambitieux
Christianity;Christianisme
presumably;probablement
influential;influent
translation;Traduction
uncertain;incertain
dissolve;dissoudre
statistical;statistique
gut;intestin
metropolitan;métropolitain
rolling;roulant
aesthetic;esthétique
spell;sort
insert;insérer
booth;stand
helmet;casque
waist;taille
expected;attendu
lion;lion
accomplishment;accomplissement
royal;Royal
panic;panique
crush;écraser
actively;activement
cliff;falaise
minimal;minimal
cord;corde
fortunately;heureusement
cocaine;cocaïne
illusion;illusion
anonymous;anonyme
tolerate;tolérer
appreciation;appréciation
commissioner;le commissaire
flexibility;souplesse
instructional;pédagogique
scramble;brouiller
casino;casino
tumor;tumeur
decorate;décorer
pulse;impulsion
equivalent;équivalent
fixed;fixé
experienced;expérimenté
donation;don
diary;agenda
sibling;frère et sœur
irony;ironie
spoon;cuillère
midst;milieu
alley;ruelle
interact;interagir
soap;du savon
cute;mignonne
rival;rival
short-term;court terme
punch;coup de poing
pin;broche
hockey;le hockey
passing;qui passe
persist;persister
supplier;le fournisseur
known;connu
momentum;élan
purse;sac
shed;hangar
liquid;liquide
icon;icône
elephant;l&#39;éléphant
consequently;En conséquence
legislature;corps législatif
franchise;la franchise
correctly;correctement
mentally;mentalement
foster;favoriser
bicycle;vélo
encouraging;encourageant
cheat;Tricher
heal;guérir
fever;fièvre
filter;filtre
rabbit;lapin
coin;pièce de monnaie
exploit;exploiter
accessible;accessible
organism;organisme
sensation;sensation
partially;partiellement
upstairs;en haut
dried;séché
conservation;conservation
shove;pousser
backyard;arrière-cour
charter;charte
stove;le fourneau
consent;consentement
comprise;comprendre
reminder;rappel
alike;ressemblent
placement;placement
dough;Pâte
grandchild;petit enfant
dam;endiguer
reportedly;aurait
well-known;bien connu
surrounding;alentours
ecological;écologique
outfit;tenue
unprecedented;sans précédent
columnist;journaliste
workout;entraînement
preliminary;préliminaire
patent;brevet
shy;timide
trash;déchets
disabled;désactivé
gross;brut
damn;Zut
hormone;hormone
texture;texture
pencil;crayon
frontier;frontière
spray;vaporisateur
disclose;divulguer
custody;garde
banker;banquier
beast;la bête
interfere;interférer
oak;chêne
eighth;huitième
notebook;carnet
outline;présenter
attendance;présence
speculation;spéculation
uncover;dévoiler
behalf;au nom de
innovative;innovant
shark;requin
mill;moulin
installation;installation
stimulate;stimuler
tag;étiquette
vertical;vertical
swimming;natation
fleet;flotte
catalog;catalogue
outsider;outsider
desperately;désespérément
stance;position
compel;contraindre
sensitivity;sensibilité
someday;un jour
instant;instantané
debut;début
proclaim;proclamer
worldwide;à l&#39;échelle mondiale
hike;une randonnée
required;obligatoire
confrontation;affrontement
colorful;coloré
constitution;Constitution
trainer;entraîneur
Thanksgiving;Action de grâces
scent;parfum
stack;empiler
eyebrow;sourcil
sack;sac
cease;cesser
inherit;tu hérites
tray;plateau
pioneer;pionnier
organizational;organisationnel
textbook;cahier de texte
uh;euh
nasty;méchant
shrink;rétrécir
emerging;émergent
dot;point
wheat;du blé
fierce;féroce
envision;envisager
rational;rationnel
kingdom;Royaume
aisle;allée
weaken;affaiblir
protocol;protocole
exclusively;exclusivement
vocal;vocal
marketplace;marché
openly;ouvertement
unfair;injuste
terrain;terrain
deploy;déployer
risky;risqué
pasta;Pâtes
genre;genre
distract;distraire
merit;mérite
planner;planificateur
depressed;déprimé
chunk;tronçon
closest;le plus proche
discount;remise
ladder;échelle
jungle;jungle
migration;migration
breathing;respiration
invade;envahir
hurricane;ouragan
retailer;détaillant
classify;classer
coup;coup
ambassador;ambassadeur
density;densité
supportive;favorable
curiosity;curiosité
skip;sauter
aggression;agression
stimulus;stimulus
journalism;journalisme
robot;robot
dip;tremper
likewise;également
informal;informel
Persian;persan
feather;la plume
sphere;sphère
tighten;serrer
boast;se vanter
pat;le même
perceived;perçu
sole;Unique
publicity;publicité
unfold;se dérouler
well-being;bien-être
validity;validité
ecosystem;écosystème
strictly;strictement
partial;partiel
collar;collier
weed;mauvaise herbe
compliance;conformité
streak;traînée
supposedly;soi-disant
added;ajoutée
builder;constructeur
glimpse;aperçu
premise;prémisse
specialty;spécialité
deem;considérer
artifact;artefact
sneak;se faufiler
monkey;singe
mentor;mentor
two-thirds;les deux tiers
listener;auditeur
lightning;éclair
legally;légalement
sleeve;manche
disappointment;déception
disturb;déranger
rib;côte
excessive;excessif
high-tech;technologie de pointe
debris;débris
rod;canne à pêche
logical;logique
ash;cendre
socially;socialement
parish;paroisse
slavery;esclavage
blank;Vide
commodity;produit de base
cure;soigner
mineral;minéral
hunger;faim
dying;mourant
developmental;du développement
faster;plus rapide
spare;de rechange
halfway;à mi-chemin
equality;égalité
cemetery;cimetière
harassment;harcèlement
deliberately;délibérément
fame;célébrité
regret;regret
striking;frappant
likelihood;probabilité
carrot;carotte
atop;un haut
toll;sonner
rim;jante
embarrassed;embarrassé
fucking;putain de
cling;se cramponner
isolated;isolé
blink;cligner
suspicious;méfiant
wheelchair;fauteuil roulant
squad;équipe
eligible;admissible
processor;processeur
plunge;plonger
demographic;démographique
chill;froideur
refuge;refuge
steer;diriger
legislator;législateur
rally;se rallier
programming;programmation
cheer;bravo
outlet;sortie
intact;intact
vendor;vendeur
thrive;s&#39;épanouir
peanut;cacahuète
chew;mâcher
elaborate;élaborer
conception;conception
auction;enchères
steak;bifteck
comply;conformer
triumph;triomphe
shareholder;actionnaire
comparable;comparable
transport;le transport
conscience;conscience
calculation;calcul
considerably;considérablement
interval;intervalle
scratch;se gratter
awake;éveillé
jurisdiction;juridiction
inevitably;inévitablement
feminist;féministe
constraint;contrainte
emotionally;émotionnellement
expedition;expédition
allegedly;prétendument
similarity;similarité
butt;bout
lid;couvercle
dumb;stupide
bulk;en gros
sprinkle;saupoudrer
mortality;mortalité
philosophical;philosophique
conversion;conversion
patron;mécène
municipal;municipal
liver;foie
harmony;harmonie
solely;uniquement
tolerance;tolérance
goat;chèvre
blessing;bénédiction
banana;banane
palace;palais
formerly;Auparavant
peasant;paysan
neat;soigné
grandparent;grand-parent
lawmaker;législateur
supermarket;supermarché
cruise;croisière
mobile;portable
calendar;calendrier
widow;veuve
deposit;verser
beard;barbe
brake;frein
screening;dépistage
impulse;impulsion
forbid;interdire
fur;fourrure
brutal;brutal
predator;prédateur
poke;poussée
opt;opter
voluntary;volontaire
valid;valide
forum;forum
dancing;dansant
happily;Heureusement
soar;monter
removal;suppression
autonomy;autonomie
enact;promulguer
thread;fil de discussion
landmark;repère
unhappy;malheureux
offender;délinquant
coming;à venir
privately;en privé
fraction;fraction
distinctive;distinctif
tourism;tourisme
threshold;au seuil
routinely;régulièrement
suite;suite
regulator;régulateur
straw;paille
theological;théologique
exhaust;échappement
globe;globe
fragile;fragile
objection;objection
chemistry;chimie
old-fashioned;démodé
crowded;bondé
blast;explosion
prevail;prévaloir
overnight;pendant la nuit
denial;le déni
rental;de location
fantastic;fantastique
fragment;fragment
screw;vis
warmth;chaleur
undergraduate;premier cycle
headache;mal de tête
policeman;policier
projection;projection
suitable;propice
graduation;l&#39;obtention du diplôme
drill;perceuse
cruel;cruel
mansion;château
grape;grain de raisin
authorize;autoriser
cottage;Cottage
driveway;allée
charm;charme
sexuality;sexualité
loyal;loyal
clay;argile
balloon;ballon
invention;invention
ego;ego
fare;Fais
homework;devoirs
disc;disque
sofa;sofa
availability;disponibilité
radar;radar
frown;froncer les sourcils
regain;reconquérir
sweater;chandail
rehabilitation;réhabilitation
rubber;caoutchouc
retreat;battre en retraite
molecule;molécule
freely;librement
favorable;favorable
steadily;régulièrement
integrated;intégré
ha;il a
youngster;enfant
premium;prime
accountability;responsabilité
overwhelm;submerger
one-third;un tiers
contemplate;contempler
update;mettre à jour
spark;étincelle
ironically;ironiquement
fatigue;fatigue
speculate;spéculer
marker;marqueur
preach;prêcher
bucket;seau
blond;blond
confession;confession
provoke;provoquer
marble;marbre
substantially;substantiellement
defender;défenseur
explicit;explicite
disturbing;inquiétant
surveillance;surveillance
magnetic;magnétique
technician;technicien
mutter;mère
devastating;dévastateur
depart;partir
arrow;La Flèche
trauma;traumatisme
neighboring;voisin
soak;tremper
ribbon;ruban
meantime;entre temps
transmit;transmettre
harvest;récolter
consecutive;consécutif
coordinate;coordonner
spy;espionner
slot;insérer
riot;émeute
nutrient;nutritif
citizenship;citoyenneté
severely;gravement
sovereignty;la souveraineté
ridge;crête
brave;braver
lighting;éclairage
specify;spécifier
contributor;donateur
frustrate;frustrer
articulate;articuler
importantly;surtout
transit;transit
dense;dense
seminar;séminaire
electronics;électronique
sunny;ensoleillé
shorts;shorts
swell;gonfler
accusation;accusation
soften;adoucir
straighten;redresser
terribly;terriblement
cue;signal
bride;la mariée
biography;Biographie
hazard;risquer
compelling;irrésistible
seldom;rarement
tile;tuile
economically;économiquement
honestly;franchement
troubled;troublé
twentieth;vingtième
balanced;équilibré
foreigner;étranger
convenience;commodité
delight;plaisir
weave;tisser
timber;Charpente
till;à
accurately;avec précision
plea;plaidoyer
bulb;ampoule
flying;en volant
sustainable;durable
devil;diable
bolt;verrouiller
cargo;cargaison
spine;la colonne vertébrale
seller;vendeur
skilled;qualifié
managing;gérant
marine;Marin
dock;Dock
organized;organisé
fog;brouillard
diplomat;diplomate
boring;ennuyeuse
sometime;parfois
summary;sommaire
missionary;missionnaire
epidemic;épidémie
fatal;mortel
trim;garniture
warehouse;entrepôt
accelerate;accélérer
butterfly;papillon
bronze;bronze
drown;noyer
inherent;inhérent
nationwide;à l&#39;échelle nationale
spit;cracher
kneel;s&#39;agenouiller
vacuum;vide
selected;choisi
dictate;dicter
